time,avg_power_demand_W,energy_demand_kWh,peak_power_W,day,month
2021-09-13,14117.972222222223,338.83133333333336,55276.0,Monday,September
2021-09-14,27404.472222222223,657.7073333333334,109824.0,Tuesday,September
2021-09-15,11600.805555555555,278.4193333333333,53272.0,Wednesday,September
2021-09-16,32853.09722222222,788.4743333333333,141536.0,Thursday,September
2021-09-17,22480.75,539.538,107456.0,Friday,September
2021-09-18,0.0,0.0,0.0,Saturday,September
2021-09-19,640.6944444444445,15.376666666666667,13180.0,Sunday,September
2021-09-20,26865.51388888889,644.7723333333333,108856.0,Monday,September
2021-09-21,10493.222222222223,251.83733333333333,62784.0,Tuesday,September
2021-09-22,30536.805555555555,732.8833333333333,131976.0,Wednesday,September
2021-09-23,9333.958333333334,224.01500000000001,109348.0,Thursday,September
2021-09-24,34304.48611111111,823.3076666666667,203024.0,Friday,September
2021-09-25,6014.152777777777,144.3396666666667,27452.0,Saturday,September
2021-09-26,18.333333333333332,0.44,5280.0,Sunday,September
2021-09-27,20556.875,493.365,146452.0,Monday,September
2021-09-28,18007.944444444445,432.1906666666667,109684.0,Tuesday,September
2021-09-29,14024.291666666666,336.583,153000.0,Wednesday,September
2021-09-30,16323.069444444445,391.7536666666667,113992.0,Thursday,September
2021-10-01,10472.138888888889,251.33133333333336,65596.0,Friday,October
2021-10-02,1327.6666666666667,31.864000000000004,27312.0,Saturday,October
2021-10-03,4112.333333333333,98.69599999999998,49992.0,Sunday,October
2021-10-04,15243.444444444445,365.8426666666667,53468.0,Monday,October
2021-10-05,21283.625,510.807,116372.0,Tuesday,October
2021-10-06,21212.88888888889,509.1093333333333,169892.0,Wednesday,October
2021-10-07,14777.430555555555,354.6583333333333,86656.0,Thursday,October
2021-10-08,23561.833333333332,565.4839999999999,96916.0,Friday,October
2021-10-09,1195.2777777777778,28.686666666666667,13416.0,Saturday,October
2021-10-10,748.4444444444445,17.962666666666667,13472.0,Sunday,October
2021-10-11,21009.125,504.219,92000.0,Monday,October
2021-10-12,16564.01388888889,397.53633333333335,65904.0,Tuesday,October
2021-10-13,16305.611111111111,391.33466666666664,94380.0,Wednesday,October
2021-10-14,19697.625,472.743,82424.0,Thursday,October
2021-10-15,25503.819444444445,612.0916666666667,180684.0,Friday,October
2021-10-16,7941.472222222223,190.59533333333331,27892.0,Saturday,October
2021-10-17,0.0,0.0,0.0,Sunday,October
2021-10-18,12341.638888888889,296.19933333333336,46796.0,Monday,October
2021-10-19,10385.5,249.252,54688.0,Tuesday,October
2021-10-20,5873.444444444444,140.96266666666665,53784.0,Wednesday,October
2021-10-21,1878.875,45.093,27728.0,Thursday,October
2021-10-22,15609.319444444445,374.6236666666667,95212.0,Friday,October
2021-10-23,0.0,0.0,0.0,Saturday,October
2021-10-24,0.0,0.0,0.0,Sunday,October
2021-10-25,1414.9583333333333,33.959,14052.0,Monday,October
2021-10-26,33615.694444444445,806.7766666666666,116104.0,Tuesday,October
2021-10-27,28502.319444444445,684.0556666666666,126924.0,Wednesday,October
2021-10-28,23117.597222222223,554.8223333333334,146436.0,Thursday,October
2021-10-29,39011.25,936.27,172492.0,Friday,October
2021-10-30,2015.625,48.375,12900.0,Saturday,October
2021-10-31,6387.180555555556,153.29233333333335,37108.0,Sunday,October
2021-11-01,30835.527777777777,740.0526666666667,120576.0,Monday,November
2021-11-02,10984.333333333334,263.624,54324.0,Tuesday,November
2021-11-03,22117.541666666668,530.821,146816.0,Wednesday,November
2021-11-04,18353.375,440.48100000000005,79772.0,Thursday,November
2021-11-05,18580.291666666668,445.927,139820.0,Friday,November
2021-11-06,4950.25,118.806,50552.0,Saturday,November
2021-11-07,3352.8194444444443,80.46766666666666,42652.0,Sunday,November
2021-11-08,19871.791666666668,476.923,104412.0,Monday,November
2021-11-09,18547.319444444445,445.1356666666667,95180.0,Tuesday,November
2021-11-10,15513.263888888889,372.3183333333333,76136.0,Wednesday,November
2021-11-11,5433.875,130.41299999999998,19708.0,Thursday,November
2021-11-12,15222.486111111111,365.3396666666667,108460.0,Friday,November
2021-11-13,0.0,0.0,0.0,Saturday,November
2021-11-14,0.0,0.0,0.0,Sunday,November
2021-11-15,7611.791666666667,182.683,26412.0,Monday,November
2021-11-16,16684.375,400.425,80168.0,Tuesday,November
2021-11-17,22568.01388888889,541.6323333333333,93168.0,Wednesday,November
2021-11-18,38849.819444444445,932.3956666666667,141500.0,Thursday,November
2021-11-19,26560.48611111111,637.4516666666667,118444.0,Friday,November
2021-11-20,995.4305555555555,23.890333333333334,13548.0,Saturday,November
2021-11-21,4168.25,100.03800000000001,27364.0,Sunday,November
2021-11-22,12218.055555555555,293.23333333333335,53632.0,Monday,November
2021-11-23,23890.277777777777,573.3666666666667,105952.0,Tuesday,November
